eft_id,description,normalized_description,company_id,company_name,alias,candidate_source,candidate_filter_score,fuzzy_score,vector_score,acronym_score,rule_score,final_score,risk_level,reason
EFT_00260,INV Sunrise Logistics LLC,inv sunrise logistics llc,4,Sunrise Logistics LLC,sunrise logistics llc,token_index,0.6,0.95,0.8996,0.0,1.0,0.7949,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00260,INV Sunrise Logistics LLC,inv sunrise logistics llc,4,Sunrise Logistics LLC,sunrise logistics,token_index,0.5,0.95,0.7922,0.0,1.0,0.7627,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00260,INV Sunrise Logistics LLC,inv sunrise logistics llc,4,Sunrise Logistics LLC,sunrise log llc,token_index,0.6,0.855,0.7108,0.0,1.0,0.6907,Low Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity orta seviyede bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00261,PAYMENT LOCAL SORE CORP,payment local sore corporation,8,Acme Corporation,acme corporation,fuzzy_fallback,0.855,0.855,0.32,0.0,0.0,0.5235,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00261,PAYMENT LOCAL SORE CORP,payment local sore corporation,8,Acme Corporation,acme corp,fuzzy_fallback,0.855,0.855,0.32,0.0,0.0,0.5235,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00261,PAYMENT LOCAL SORE CORP,payment local sore corporation,3,Global Energy Petroleum Corporation,global enrgy petro corp,fuzzy_fallback,0.665,0.665,0.3667,0.0,0.0,0.4425,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00262,ACME CORPORATION LTD,acme corporation limited,8,Acme Corporation,acme corporation,token_index,0.6,0.9,0.9664,0.0,0.8,0.7799,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00262,ACME CORPORATION LTD,acme corporation limited,8,Acme Corporation,acme corp,token_index,0.6,0.9,0.9664,0.0,0.8,0.7799,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00262,ACME CORPORATION LTD,acme corporation limited,8,Acme Corporation,acme,token_index,0.9,0.9,0.7568,0.0,0.8,0.7171,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00263,kuzey yildizi lojistik as,kuzey yildizi lojistik as,7,Kuzey Yildizi Lojistik AS,kuzey yildizi lojistik as,token_index,0.5,1.0,1.0,0.0,1.0,0.85,High Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00264,ACME CORPORTION,acme corportion,8,Acme Corporation,acme corporation,token_index,0.5,0.9677,0.8618,0.0,0.5,0.7674,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00264,ACME CORPORTION,acme corportion,8,Acme Corporation,acme corp,token_index,0.5,0.9677,0.8618,0.0,0.5,0.7674,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00264,ACME CORPORTION,acme corportion,8,Acme Corporation,acme,token_index,0.9,0.9,0.8504,0.0,0.5,0.7301,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00265,EFT Corporation CORP,eft corporation corporation,8,Acme Corporation,acme corporation,fuzzy_fallback,0.855,0.855,0.4949,0.0,0.0,0.576,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00265,EFT Corporation CORP,eft corporation corporation,8,Acme Corporation,acme corp,fuzzy_fallback,0.855,0.855,0.4949,0.0,0.0,0.576,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00265,EFT Corporation CORP,eft corporation corporation,3,Global Energy Petroleum Corporation,global enrgy petroleum corp,fuzzy_fallback,0.8038,0.8038,0.5221,0.0,0.0,0.5586,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00266,Delta Export Incorprated,delta export incorprated,5,Delta Export Incorporated,delta export incorporated,token_index,0.5,0.9796,0.8249,0.0,0.8,0.7773,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00266,Delta Export Incorprated,delta export incorprated,5,Delta Export Incorporated,delta export inc,token_index,0.5,0.9796,0.8249,0.0,0.8,0.7773,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00266,Delta Export Incorprated,delta export incorprated,5,Delta Export Incorporated,delta export,token_index,0.5,0.9,0.8606,0.0,0.8,0.7482,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00267,Indiaforensic Services,indiaforensic services,6,Indiaforensic Services,indiaforensic services,token_index,0.5,1.0,1.0,0.0,0.8,0.84,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00268,et nobody inc ltd,et nobody incorporated limited,1,ABC Trading Limited,abc trading limited,fuzzy_fallback,0.855,0.855,0.2933,0.0,0.0,0.5155,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00268,et nobody inc ltd,et nobody incorporated limited,1,ABC Trading Limited,abc trading ltd,fuzzy_fallback,0.855,0.855,0.2933,0.0,0.0,0.5155,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00268,et nobody inc ltd,et nobody incorporated limited,1,ABC Trading Limited,abc trdng limited,fuzzy_fallback,0.855,0.855,0.2014,0.0,0.0,0.4879,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00269,Delta Export Incorporated CORP,delta export incorporated corporation,5,Delta Export Incorporated,delta export incorporated,token_index,0.6,0.95,0.9623,0.0,0.8,0.8037,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00269,Delta Export Incorporated CORP,delta export incorporated corporation,5,Delta Export Incorporated,delta export inc,token_index,0.6,0.95,0.9623,0.0,0.8,0.8037,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00269,Delta Export Incorporated CORP,delta export incorporated corporation,5,Delta Export Incorporated,delta export,token_index,0.5,0.9,0.848,0.0,0.8,0.7444,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00270,XYZ Holdins ODEMESI,xyz holdins odemesi,5,Delta Export Incorporated,de,fuzzy_fallback,0.6,0.6,0.3085,0.0,0.0,0.3926,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00270,XYZ Holdins ODEMESI,xyz holdins odemesi,7,Kuzey Yildizi Lojistik AS,kuzey yildizi lojistik as,fuzzy_fallback,0.4091,0.4091,0.402,0.0,0.0,0.3251,No Match,Aday şirket fuzzy fallback ile bulundu.
EFT_00270,XYZ Holdins ODEMESI,xyz holdins odemesi,2,North Star Trading Limited,nst,fuzzy_fallback,0.6,0.6,0.0628,0.0,0.0,0.3188,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00271,XYZ HOLDINGS,xyz holdings,4,Sunrise Logistics LLC,sl,fuzzy_fallback,0.6,0.6,0.2213,0.0,0.0,0.3664,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00271,XYZ HOLDINGS,xyz holdings,2,North Star Trading Limited,nst,fuzzy_fallback,0.6,0.6,0.1865,0.0,0.0,0.3559,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00271,XYZ HOLDINGS,xyz holdings,6,Indiaforensic Services,is,fuzzy_fallback,0.6,0.6,0.1796,0.0,0.0,0.3539,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00272,Kuzey Yildizi Lojistik AS,kuzey yildizi lojistik as,7,Kuzey Yildizi Lojistik AS,kuzey yildizi lojistik as,token_index,0.5,1.0,1.0,0.0,1.0,0.85,High Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00273,transfer north star trading limited,transfer north star trading limited,2,North Star Trading Limited,north star trading ltd,token_index,0.6,0.95,0.8371,0.0,1.0,0.7761,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00273,transfer north star trading limited,transfer north star trading limited,2,North Star Trading Limited,north star trading limited,token_index,0.6,0.95,0.8371,0.0,1.0,0.7761,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00273,transfer north star trading limited,transfer north star trading limited,2,North Star Trading Limited,north star trading,token_index,0.5,0.9,0.7771,0.0,1.0,0.7331,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00274,Indiaforensic Services,indiaforensic services,6,Indiaforensic Services,indiaforensic services,token_index,0.5,1.0,1.0,0.0,0.8,0.84,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00275,TO ABC Trading Limited,to abc trading limited,1,ABC Trading Limited,abc trading limited,token_index,0.6,0.95,0.934,0.0,0.8,0.7952,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00275,TO ABC Trading Limited,to abc trading limited,1,ABC Trading Limited,abc trading ltd,token_index,0.6,0.95,0.934,0.0,0.8,0.7952,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00275,TO ABC Trading Limited,to abc trading limited,1,ABC Trading Limited,abc trading,token_index,0.5,0.9,0.8683,0.0,0.8,0.7505,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00276,Unknown Entity,unknown entity,2,North Star Trading Limited,nst,fuzzy_fallback,0.6,0.6,0.1624,0.0,0.0,0.3487,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00276,Unknown Entity,unknown entity,5,Delta Export Incorporated,de,fuzzy_fallback,0.57,0.57,0.1657,0.0,0.0,0.3347,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00276,Unknown Entity,unknown entity,6,Indiaforensic Services,is,fuzzy_fallback,0.45,0.45,0.1717,0.0,0.0,0.2765,No Match,Aday şirket fuzzy fallback ile bulundu.
EFT_00277,XYZ Holdings,xyz holdings,4,Sunrise Logistics LLC,sl,fuzzy_fallback,0.6,0.6,0.2213,0.0,0.0,0.3664,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00277,XYZ Holdings,xyz holdings,2,North Star Trading Limited,nst,fuzzy_fallback,0.6,0.6,0.1865,0.0,0.0,0.3559,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00277,XYZ Holdings,xyz holdings,6,Indiaforensic Services,is,fuzzy_fallback,0.6,0.6,0.1796,0.0,0.0,0.3539,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00278,INV Global Energy Petroleum Corporation INV,inv global energy petroleum corporation inv,3,Global Energy Petroleum Corporation,global energy petroleum corp,token_index,0.6,0.95,0.7962,0.0,1.0,0.7639,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00278,INV Global Energy Petroleum Corporation INV,inv global energy petroleum corporation inv,3,Global Energy Petroleum Corporation,global energy petroleum corporation,token_index,0.6,0.95,0.7962,0.0,1.0,0.7639,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00278,INV Global Energy Petroleum Corporation INV,inv global energy petroleum corporation inv,3,Global Energy Petroleum Corporation,global enrgy petroleum corp,token_index,0.6,0.8849,0.7507,0.0,1.0,0.7177,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00279,EFT ABC Trading Limited,eft abc trading limited,1,ABC Trading Limited,abc trading limited,token_index,0.6,0.95,0.8058,0.0,0.8,0.7568,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00279,EFT ABC Trading Limited,eft abc trading limited,1,ABC Trading Limited,abc trading ltd,token_index,0.6,0.95,0.8058,0.0,0.8,0.7568,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00279,EFT ABC Trading Limited,eft abc trading limited,1,ABC Trading Limited,abc trading,token_index,0.5,0.9,0.6957,0.0,0.8,0.6987,Low Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity orta seviyede bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00280,EFT ACME,eft acme,8,Acme Corporation,acme,token_index,0.9,0.9,0.6921,0.0,0.5,0.6826,Low Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity orta seviyede bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00280,EFT ACME,eft acme,8,Acme Corporation,acme corporation,token_index,0.5,0.855,0.6037,0.0,0.5,0.6336,No Match,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity orta seviyede bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00280,EFT ACME,eft acme,8,Acme Corporation,acme corp,token_index,0.5,0.855,0.6037,0.0,0.5,0.6336,No Match,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity orta seviyede bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00281,PAYMENT Unknown Entity,payment unknown entity,8,Acme Corporation,acme,fuzzy_fallback,0.675,0.675,0.1027,0.0,0.0,0.3683,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00281,PAYMENT Unknown Entity,payment unknown entity,8,Acme Corporation,a,fuzzy_fallback,0.6,0.6,0.1171,0.0,0.0,0.3351,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00281,PAYMENT Unknown Entity,payment unknown entity,2,North Star Trading Limited,nst,fuzzy_fallback,0.6,0.6,0.105,0.0,0.0,0.3315,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00282,TF NORTH STAR TRADING LIMITED A.S.,tf north star trading limited a s,2,North Star Trading Limited,north star trading ltd,token_index,0.6,0.95,0.8717,0.0,1.0,0.7865,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00282,TF NORTH STAR TRADING LIMITED A.S.,tf north star trading limited a s,2,North Star Trading Limited,north star trading limited,token_index,0.6,0.95,0.8717,0.0,1.0,0.7865,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00282,TF NORTH STAR TRADING LIMITED A.S.,tf north star trading limited a s,2,North Star Trading Limited,north star trading,token_index,0.5,0.9,0.7729,0.0,1.0,0.7319,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00283,Unknown Entity,unknown entity,2,North Star Trading Limited,nst,fuzzy_fallback,0.6,0.6,0.1624,0.0,0.0,0.3487,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00283,Unknown Entity,unknown entity,5,Delta Export Incorporated,de,fuzzy_fallback,0.57,0.57,0.1657,0.0,0.0,0.3347,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00283,Unknown Entity,unknown entity,6,Indiaforensic Services,is,fuzzy_fallback,0.45,0.45,0.1717,0.0,0.0,0.2765,No Match,Aday şirket fuzzy fallback ile bulundu.
EFT_00284,trading limited,trading limited,1,ABC Trading Limited,abc trading limited,fuzzy_fallback,0.95,0.95,0.7912,0.0,0.0,0.7124,Medium Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu.
EFT_00284,trading limited,trading limited,1,ABC Trading Limited,abc trading ltd,fuzzy_fallback,0.95,0.95,0.7912,0.0,0.0,0.7124,Medium Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu.
EFT_00284,trading limited,trading limited,2,North Star Trading Limited,north star trading ltd,fuzzy_fallback,0.9,0.9,0.7141,0.0,0.0,0.6642,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity orta seviyede bulundu.
EFT_00285,logistics llc corp,logistics llc corporation,4,Sunrise Logistics LLC,sunrise logistics llc,token_index,0.6,0.7265,0.6801,0.0,0.8,0.6073,No Match,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik orta seviyede bulundu. Vector similarity orta seviyede bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00285,logistics llc corp,logistics llc corporation,4,Sunrise Logistics LLC,sunrise logistics,token_index,0.5,0.6577,0.4492,0.0,0.8,0.5036,No Match,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik orta seviyede bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00286,HAVALE Delta Export Incorporated INV,havale delta export incorporated inv,5,Delta Export Incorporated,delta export incorporated,token_index,0.6,0.95,0.7958,0.0,0.8,0.7537,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00286,HAVALE Delta Export Incorporated INV,havale delta export incorporated inv,5,Delta Export Incorporated,delta export inc,token_index,0.6,0.95,0.7958,0.0,0.8,0.7537,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00286,HAVALE Delta Export Incorporated INV,havale delta export incorporated inv,5,Delta Export Incorporated,delta export,token_index,0.5,0.9,0.7502,0.0,0.8,0.7151,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00287,Global Energy Petroleum Corporation CORP,global energy petroleum corporation corporation,3,Global Energy Petroleum Corporation,global energy petroleum corp,token_index,0.6,0.95,0.9871,0.0,1.0,0.8211,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00287,Global Energy Petroleum Corporation CORP,global energy petroleum corporation corporation,3,Global Energy Petroleum Corporation,global energy petroleum corporation,token_index,0.6,0.95,0.9871,0.0,1.0,0.8211,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00287,Global Energy Petroleum Corporation CORP,global energy petroleum corporation corporation,3,Global Energy Petroleum Corporation,global enrgy petroleum corp,token_index,0.6,0.9362,0.8701,0.0,1.0,0.7791,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00288,TO NORTH STAR TRADING LIMITED CORP,to north star trading limited corporation,2,North Star Trading Limited,north star trading ltd,token_index,0.6,0.9,0.9106,0.0,1.0,0.7732,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00288,TO NORTH STAR TRADING LIMITED CORP,to north star trading limited corporation,2,North Star Trading Limited,north star trading limited,token_index,0.6,0.9,0.9106,0.0,1.0,0.7732,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00288,TO NORTH STAR TRADING LIMITED CORP,to north star trading limited corporation,2,North Star Trading Limited,north star trading,token_index,0.5,0.9,0.8574,0.0,1.0,0.7572,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00289,ACME CORPORATION,acme corporation,8,Acme Corporation,acme corporation,token_index,0.6,1.0,1.0,0.0,0.8,0.84,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00289,ACME CORPORATION,acme corporation,8,Acme Corporation,acme corp,token_index,0.6,1.0,1.0,0.0,0.8,0.84,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00289,ACME CORPORATION,acme corporation,8,Acme Corporation,acme,token_index,0.9,0.9,0.8161,0.0,0.8,0.7348,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00290,Global Energy Petroleum,global energy petroleum,3,Global Energy Petroleum Corporation,global energy petroleum,token_index,0.5,1.0,1.0,0.0,1.0,0.85,High Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00290,Global Energy Petroleum,global energy petroleum,3,Global Energy Petroleum Corporation,global energy petroleum corp,token_index,0.5,0.9,0.8981,0.0,1.0,0.7694,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00290,Global Energy Petroleum,global energy petroleum,3,Global Energy Petroleum Corporation,global energy petroleum corporation,token_index,0.5,0.9,0.8981,0.0,1.0,0.7694,Medium Risk,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Vector similarity yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00291,North tar Limited A.S.,north tar limited a s,2,North Star Trading Limited,north star trdng limited,token_index,0.6,0.76,0.4786,0.0,0.8,0.5636,No Match,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00291,North tar Limited A.S.,north tar limited a s,2,North Star Trading Limited,north star trdng ltd,token_index,0.6,0.76,0.4786,0.0,0.8,0.5636,No Match,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00291,North tar Limited A.S.,north tar limited a s,2,North Star Trading Limited,north star trade ltd,token_index,0.6,0.76,0.464,0.0,0.8,0.5592,No Match,Aday şirket token index üzerinden bulundu. Yazımsal benzerlik yüksek bulundu. Şirket adıyla ortak önemli tokenlar bulundu.
EFT_00292,NOBODY INC,nobody incorporated,5,Delta Export Incorporated,delta exp inc,fuzzy_fallback,0.7355,0.7355,0.2468,0.0,0.0,0.4418,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00292,NOBODY INC,nobody incorporated,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7355,0.7355,0.2468,0.0,0.0,0.4418,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00292,NOBODY INC,nobody incorporated,5,Delta Export Incorporated,delta export incorporated,fuzzy_fallback,0.7355,0.7355,0.2224,0.0,0.0,0.4345,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
EFT_00293,RANDOM COMPANY CORP,random company corporation,8,Acme Corporation,acme corporation,fuzzy_fallback,0.855,0.855,0.5158,0.0,0.0,0.5822,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00293,RANDOM COMPANY CORP,random company corporation,8,Acme Corporation,acme corp,fuzzy_fallback,0.855,0.855,0.5158,0.0,0.0,0.5822,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
EFT_00293,RANDOM COMPANY CORP,random company corporation,3,Global Energy Petroleum Corporation,glbl enrgy petro corp,fuzzy_fallback,0.5981,0.5981,0.4639,0.0,0.0,0.4382,No Match,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik orta seviyede bulundu.
